transaction_amount;hour_of_day;is_weekend;num_items;customer_age;prev_transactions;distance_from_home;device_type;network_quality;is_first_transaction;store_type;velocity_score;is_fraud
172,64;3;1;4;24;4;17,44;1;64,85;0;1;4,99;0
132,23;3;0;3;18;4;55,35;1;99,04;0;0;4,99;0
71,16;2;0;2;21;2;5,55;0;68,31;0;1;6,02;0
115,09;3;0;4;56;4;17,32;2;59,5;0;0;7,18;0
125,72;2;0;1;66;13;10,54;0;65,08;1;0;4,99;0
1,0;2;0;2;18;1;16,61;0;82,96;0;0;4,52;0
99,48;1;0;1;35;2;12,6;1;74,22;0;0;4,23;0
68,46;3;0;0;34;0;68,23;0;92,56;1;1;6,97;0
99,48;3;1;3;44;3;16,36;0;77,35;0;0;4,99;0
125,69;3;0;7;19;7;21,47;0;46,07;0;1;4,31;0
72,32;3;0;3;20;3;1,17;1;77,8;0;0;7,95;0
99,48;2;0;1;23;0;17,32;0;85,28;0;0;4,99;0
128,23;3;0;2;40;0;45,44;1;75,31;0;0;7,08;0
36,96;3;0;4;52;0;18,1;0;100,0;0;1;3,38;0
122,35;1;0;0;39;3;15,37;0;66,42;0;0;4,99;0
47,33;2;0;10;18;0;28,66;0;63,84;0;1;5,27;0
219,58;3;0;5;18;0;3,6;0;100,0;0;0;1,02;0
142,37;3;0;2;41;5;4,27;1;89,58;1;0;6,49;0
110,93;3;0;1;29;3;3,32;2;67,88;0;0;4,94;0
155,17;3;0;3;22;6;11,92;1;75,31;0;0;8,42;0
158,39;3;0;4;35;2;20,05;2;87,82;0;0;4,99;0
136,74;3;1;4;48;0;34,8;2;96,49;0;0;4,79;1
117,38;2;0;3;24;0;14,44;1;75,32;0;1;6,37;0
121,61;2;1;3;40;0;46,7;0;64,65;0;0;5,21;0
67,35;3;0;3;35;3;68,23;2;74,98;0;1;4,15;0
54,03;2;0;2;41;3;5,83;1;75,31;0;0;3,86;0
49,39;3;0;0;35;3;1,45;2;76,84;0;0;5,19;0
134,1;3;1;1;22;5;36,37;1;91,02;0;0;2,88;1
110,92;2;0;4;59;8;7,29;2;63,26;0;0;4,33;0
134,3;3;1;2;44;0;68,23;0;39,24;0;0;5,25;0
81,55;2;1;2;31;10;17,37;2;54,57;0;0;8,76;0
120,2;3;1;3;30;5;10,46;0;72,0;0;1;7,0;0
99,48;2;0;2;35;2;3,04;1;97,77;0;0;8,12;0
172,66;2;0;0;38;6;4,32;1;92,59;1;1;2,32;0
99,48;3;1;3;18;4;8,43;1;73,14;0;0;4,99;1
51,27;3;0;1;27;13;3,52;1;54,73;0;0;5,1;0
99,48;2;0;4;59;1;17,32;0;75,31;0;0;2,43;0
129,22;2;0;4;52;7;2,21;1;100,0;0;0;4,13;0
99,48;3;0;0;33;0;17,26;1;75,31;0;0;3,78;0
74,3;2;0;2;20;10;17,32;0;61,97;0;0;4,99;0
99,48;2;0;1;32;13;23,81;2;52,67;0;1;2,9;0
146,62;2;0;4;33;0;17,32;1;79,23;0;0;5,43;0
69,61;2;0;2;30;3;17,32;0;42,17;0;0;1,8;0
93,09;1;0;0;32;12;1,5;0;75,34;1;1;2,93;0
125,16;2;0;3;41;1;15,49;0;100,0;0;0;7,88;0
74,9;3;0;5;37;0;15,13;2;54,79;0;0;4,73;0
99,17;2;0;3;48;2;40,51;0;44,36;0;0;4,33;0
197,71;1;0;3;20;7;36,82;1;80,89;0;1;3,82;0
76,12;2;0;3;18;3;0,45;0;75,31;0;0;8,92;0
99,33;2;0;4;64;9;34,3;1;72,37;0;1;4,99;1
99,48;2;0;2;53;1;39,82;0;75,96;0;0;4,99;1
60,81;2;0;2;47;13;14,28;2;89,12;0;0;0,3;1
19,24;2;0;4;48;5;22,64;1;83,54;0;1;4,99;0
25,32;2;0;5;31;6;8,34;1;49,48;0;1;3,01;0
132,57;3;0;1;43;9;35,75;0;97,27;0;0;3,58;0
96,28;2;1;1;39;2;10,21;0;70,14;0;1;4,01;1
99,48;3;0;3;44;13;28,69;1;68,15;0;0;4,87;0
121,42;2;0;2;73;4;20,0;2;70,19;0;0;4,99;0
107,62;2;0;4;21;12;2,38;0;56,03;0;0;8,19;0
94,32;2;0;3;61;3;25,63;0;100,0;0;0;4,12;0
125,8;2;0;5;30;10;6,64;0;75,31;0;1;5,83;1
120,64;2;0;1;36;0;3,87;0;100,0;0;0;4,35;0
133,31;2;0;4;18;9;29,66;0;87,72;0;0;1,28;1
111,45;2;0;4;35;1;41,06;2;75,31;0;0;8,76;0
108,38;1;1;3;22;1;16,68;1;88,88;0;0;4,59;0
112,86;3;0;0;42;0;33,1;2;90,55;0;1;5,88;0
53,0;2;0;1;50;0;17,32;2;64,46;0;0;4,99;0
100,51;2;1;2;37;6;46,57;0;84,63;1;1;4,36;0
77,4;3;1;6;18;9;33,1;0;75,12;0;0;4,99;0
87,68;2;0;2;32;2;12,46;0;77,96;0;0;8,04;0
182,18;3;0;1;18;3;29,18;2;37,97;0;0;6,34;0
109,05;2;0;1;59;1;5,79;2;63,23;0;1;3,37;0
158,97;2;0;4;58;13;29,33;2;62,3;0;0;3,05;0
213,53;3;0;2;45;0;17,44;0;80,43;0;1;4,99;0
150,11;1;0;2;23;4;0,27;0;75,31;0;0;6,21;1
135,16;3;0;3;53;2;15,85;0;100,0;0;1;3,0;0
38,34;2;1;4;18;3;20,06;0;47,3;0;1;4,29;0
65,24;2;0;6;26;0;5,33;0;78,48;0;0;6,01;0
16,53;2;0;5;64;11;15,2;2;89,66;1;0;3,66;0
19,9;2;1;2;50;3;19,42;0;100,0;1;1;2,77;1
169,78;2;0;5;37;3;11,82;1;68,95;1;0;4,99;0
118,16;2;0;4;51;2;16,24;0;69,87;0;1;5,72;0
51,76;2;1;4;33;3;53,41;1;79,8;0;0;5,07;0
99,4;2;0;2;18;0;0,34;0;100,0;0;0;3,65;0
114,19;3;0;1;30;2;34,09;0;41,25;0;1;5,65;1
18,62;3;0;0;32;7;9,85;1;45,24;0;0;7,65;0
104,26;1;1;2;35;1;11,07;2;58,62;0;1;5,92;0
127,21;3;0;3;35;4;21,26;0;59,89;0;0;6,23;0
118,98;3;0;4;49;6;0,46;1;84,46;0;0;3,83;0
45,95;2;0;4;32;1;28,33;2;75,67;0;0;4,64;0
134,09;3;0;2;53;1;20,72;1;43,16;0;1;4,99;0
3,16;2;0;1;23;1;8,21;1;80,79;0;1;4,99;0
99,48;1;0;1;57;1;17,32;0;75,31;0;1;4,99;0
68,72;2;0;1;18;9;11,38;0;73,27;0;0;0,43;0
103,58;3;0;5;61;4;2,7;2;100,0;0;0;2,61;0
137,57;1;0;5;51;0;13,27;2;89,04;0;0;5,29;1
208,25;2;0;2;43;3;29,47;1;83,2;0;0;3,58;0
103,66;3;0;3;35;0;9,81;0;88,43;0;1;5,73;0
159,85;3;0;2;18;7;55,87;0;72,16;0;0;8,12;0
181,23;1;0;3;36;1;19,07;2;100,0;0;0;5,8;0
101,7;2;0;5;36;4;14,14;0;60,93;0;0;6,79;0
138,85;2;0;3;18;11;40,84;0;75,31;0;0;6,88;0
144,75;3;0;3;27;0;68,23;2;31,01;0;1;5,41;0
99,48;2;0;3;44;1;17,32;1;75,31;0;0;6,89;0
113,58;2;0;3;45;6;17,32;0;78,99;0;0;5,86;0
51,08;2;1;7;35;11;13,34;0;76,15;0;0;4,61;0
66,47;1;0;5;66;5;28,56;1;85,83;0;1;3,74;0
51,42;3;0;1;29;1;9,31;2;18,94;0;1;3,61;0
195,57;2;0;0;18;7;17,32;1;70,53;0;0;4,99;0
116,81;2;0;4;35;0;28,28;2;66,78;0;0;3,07;0
1,0;2;0;1;47;2;68,23;0;75,31;1;1;6,05;0
99,48;2;0;6;62;3;30,34;1;59,34;0;0;4,99;0
78,57;2;0;0;53;1;28,23;2;86,44;0;0;2,89;0
48,7;2;1;0;41;1;38,94;2;80,6;0;0;5,49;0
82,86;2;0;0;36;6;14,2;1;100,0;0;0;4,99;0
60,94;3;0;1;18;0;17,32;0;94,36;0;0;6,46;0
66,31;3;0;4;59;1;12,88;1;83,88;0;1;6,17;0
87,87;2;0;1;55;3;68,23;0;72,23;0;0;4,99;0
88,95;2;0;3;35;2;22,18;1;75,31;1;0;6,55;0
108,08;3;1;2;33;0;47,75;2;61,67;0;0;2,88;0
71,97;3;0;2;48;7;5,28;2;84,08;0;0;4,99;0
28,89;3;0;1;51;3;42,64;0;94,88;0;1;2,48;0
1,0;2;0;4;51;3;4,62;1;68,66;0;0;5,4;0
123,4;1;1;1;54;0;5,85;0;65,07;0;0;4,9;0
120,98;2;0;2;62;6;32,24;0;65,62;0;0;5,32;1
18,44;2;0;3;56;13;12,27;2;75,31;0;0;5,54;0
99,48;1;0;4;35;3;5,91;1;89,82;0;0;6,93;0
121,27;2;0;5;35;8;1,02;0;99,23;1;0;4,99;0
48,1;2;0;1;43;3;59,26;0;91,52;0;0;4,01;0
145,82;2;0;3;22;6;64,88;2;85,92;0;0;3,8;0
92,63;3;0;3;35;4;14,9;0;100,0;0;0;0,63;0
110,84;3;1;4;18;13;68,23;1;83,65;0;0;4,99;0
129,2;2;0;2;34;0;10,22;0;32,81;0;0;4,99;0
41,8;2;0;3;55;0;6,63;2;76,51;0;1;5,51;0
40,48;3;0;6;27;0;15,46;1;85,37;0;0;5,36;0
137,77;2;1;1;35;0;68,23;0;100,0;0;0;4,99;1
24,67;2;0;1;36;0;10,0;1;59,67;0;0;0,84;0
130,99;3;0;3;32;13;15,85;0;72,38;0;1;7,36;0
219,58;3;0;3;45;0;20,68;1;75,31;0;0;4,99;0
219,58;3;0;5;35;10;5,02;0;63,32;1;0;4,44;0
79,24;3;0;9;59;1;14,51;0;94,13;0;0;7,81;0
92,11;2;0;3;44;0;48,9;0;66,86;0;1;7,9;1
219,58;1;0;3;63;13;17,32;0;55,61;0;0;8,66;0
52,4;2;1;1;18;0;33,76;1;78,66;0;0;6,03;0
118,03;3;0;4;28;2;7,15;1;100,0;0;0;6,74;0
99,48;3;0;1;23;4;34,59;0;62,87;0;0;4,99;0
32,01;3;0;4;40;13;45,23;0;70,46;0;0;5,78;0
69,97;2;0;2;29;3;4,54;0;75,17;0;0;4,99;0
72,6;2;0;6;24;0;58,64;1;84,36;0;0;3,28;0
162,23;2;0;4;57;1;3,29;2;100,0;0;1;9,11;0
156,22;2;0;5;35;3;1,09;1;55,51;0;1;6,71;0
59,36;3;0;3;18;3;31,78;0;89,61;0;0;7,53;0
219,58;3;0;1;51;5;47,58;0;51,05;0;1;3,57;0
108,92;3;0;1;64;1;6,49;2;53,96;0;0;5,62;0
4,3;2;1;3;33;0;11,17;2;72,08;0;1;4,34;0
206,65;2;0;1;35;0;17,32;1;96,46;0;1;4,99;0
87,98;2;0;3;18;0;10,25;0;56,08;1;0;6,2;0
39,61;2;1;2;35;2;4,33;2;84,06;0;0;4,2;1
31,7;2;0;4;27;1;5,43;2;80,71;0;0;4,47;0
147,62;3;1;4;39;5;9,3;0;94,99;0;0;6,7;0
122,33;3;0;0;42;7;3,98;0;71,43;0;0;0,0;0
88,71;2;0;7;23;0;32,67;1;76,25;0;0;7,83;0
99,48;2;0;0;26;13;4,63;2;68,97;0;0;3,55;0
192,34;2;0;5;34;3;51,56;0;82,48;0;0;9,02;0
109,33;3;0;0;22;5;12,31;2;93,4;0;0;6,17;0
184,2;2;0;4;51;3;14,77;0;43,26;0;1;6,45;0
99,48;1;0;1;29;9;34,44;2;64,7;0;0;8,15;0
29,31;2;0;1;50;6;17,32;0;72,31;0;0;3,93;0
141,58;2;0;2;30;3;9,28;1;68,8;0;0;4,17;0
103,73;2;0;3;38;11;68,23;0;40,72;0;1;5,92;0
99,48;3;0;1;34;0;0,5;1;93,13;0;0;5,23;0
147,81;1;0;5;30;0;4,01;0;86,67;0;0;5,16;0
72,47;2;0;4;39;13;23,08;2;57,87;0;0;6,12;0
38,8;2;0;4;47;2;23,76;0;37,09;0;0;5,35;0
117,19;2;0;2;28;3;30,79;0;97,58;0;1;4,99;0
99,48;3;0;5;44;3;11,85;0;98,88;0;0;7,09;0
114,13;3;0;2;46;3;0,07;2;79,28;0;0;6,66;0
183,45;3;0;1;35;3;37,95;2;94,13;0;0;2,84;0
64,32;2;0;7;18;0;3,65;0;84,74;0;0;4,54;0
61,5;2;1;5;35;3;15,66;1;64,06;0;0;3,87;0
99,48;3;0;2;39;3;17,32;0;84,06;0;0;4,82;0
90,1;3;1;5;24;2;3,05;0;67,18;0;0;3,95;0
93,73;2;0;3;39;4;20,1;0;96,77;0;0;4,05;1
131,76;2;0;2;36;0;14,56;1;91,67;0;1;5,53;0
100,76;2;1;3;35;1;0,74;1;84,43;0;0;6,36;0
70,12;3;0;1;43;3;31,19;0;53,6;0;0;5,17;0
154,5;2;0;6;34;2;6,16;1;66,06;0;1;7,26;0
136,12;3;0;3;39;2;15,71;2;100,0;0;0;4,25;0
113,27;2;0;3;53;7;20,95;0;75,31;0;1;9,42;0
137,67;3;0;4;40;3;18,9;0;75,05;0;1;9,02;1
129,33;2;0;3;18;10;36,0;0;75,31;0;1;7,95;0
147,7;1;0;2;35;0;4,38;0;100,0;0;0;4,99;0
125,65;3;0;2;35;6;11,46;1;86,11;0;0;6,22;0
117,85;3;0;3;39;8;1,64;2;49,81;0;0;9,42;0
115,09;3;0;3;35;12;41,39;1;54,59;0;0;4,99;0
61,54;2;0;2;22;2;10,25;1;84,75;0;0;6,25;0
141,52;2;0;2;22;7;29,24;0;87,55;0;1;6,88;1
141,74;2;1;4;47;10;1,26;1;63,36;0;0;6,95;0
86,42;1;1;3;35;7;17,32;0;73,15;0;0;6,15;0
135,91;2;1;1;44;13;11,17;0;69,69;0;0;4,1;1
182,17;2;0;4;21;0;24,47;2;99,55;0;1;8,96;0
99,48;3;0;3;18;4;1,08;0;69,38;0;0;8,33;0
126,06;2;0;7;71;2;17,32;1;62,4;0;0;1,07;0
125,01;2;0;3;45;0;51,2;1;48,09;0;0;7,35;0
106,18;3;0;3;38;4;9,05;1;99,56;0;0;5,07;0
153,72;2;0;3;65;3;48,33;0;44,68;0;0;4,57;0
213,79;2;0;4;52;6;26,08;0;74,76;0;0;3,15;0
87,05;2;0;1;44;13;68,23;0;71,63;0;0;6,49;0
103,23;2;0;1;38;3;3,01;2;16,76;0;1;4,87;0
75,62;2;0;1;35;3;14,44;0;35,47;0;0;4,99;1
36,8;3;0;2;41;4;11,19;0;89,2;1;1;10,74;0
89,53;2;0;2;18;3;36,22;0;76,62;0;0;3,56;0
81,47;1;1;2;49;7;10,67;2;81,41;0;0;8,18;0
77,12;1;1;4;37;4;0,74;2;33,68;0;0;4,39;0
101,47;2;0;2;44;3;5,62;2;100,0;0;0;2,22;0
116,6;2;0;4;61;3;17,32;0;86,6;0;0;4,99;0
68,78;2;0;5;21;3;8,22;0;75,31;1;0;5,2;1
99,48;2;0;2;18;4;16,59;2;100,0;0;1;5,24;0
99,48;1;0;3;47;1;56,16;0;65,22;0;0;6,18;0
26,62;3;0;5;24;7;18,47;2;56,96;0;0;4,53;0
146,9;1;0;3;47;0;44,26;1;74,41;0;0;4,41;0
97,57;2;0;2;30;1;19,23;0;81,41;0;0;6,1;0
99,48;3;0;5;42;3;8,69;0;58,57;0;0;3,98;0
33,44;3;0;2;35;3;0,43;2;100,0;0;0;5,06;0
77,72;3;0;0;42;2;17,09;0;65,83;0;1;3,87;0
150,33;2;0;3;50;6;17,96;2;75,31;0;0;7,05;0
133,58;3;0;4;18;9;11,87;1;100,0;0;1;4,99;0
69,74;3;0;0;34;2;1,38;2;59,89;0;1;5,86;0
1,0;3;0;2;32;3;6,33;2;75,31;0;0;7,59;0
92,53;2;0;6;18;0;1,59;0;65,66;0;0;5,32;0
124,91;2;0;5;18;3;11,33;0;99,31;0;0;4,99;0
53,91;2;1;5;35;2;68,23;1;77,57;0;1;5,07;0
84,49;3;0;2;39;12;21,92;0;61,07;0;0;4,78;0
90,82;1;0;2;55;0;4,09;1;52,47;0;0;2,36;0
85,84;3;0;2;18;2;4,55;1;72,18;0;0;4,99;0
87,15;2;0;2;61;1;68,23;1;88,96;0;0;6,77;1
126,2;1;0;3;18;6;2,39;2;81,32;0;0;4,29;0
69,64;1;0;5;35;0;2,89;0;75,95;0;1;5,49;0
125,85;2;0;3;52;1;51,95;0;86,45;0;0;4,99;0
152,66;3;0;3;21;3;2,73;2;72,69;0;1;4,99;0
160,01;3;0;5;54;1;44,21;0;78,25;0;1;4,81;0
93,98;2;0;3;18;3;68,23;2;61,97;0;0;4,53;1
99,48;3;1;2;27;3;19,87;0;75,31;0;1;3,4;0
110,44;2;0;1;35;4;27,99;0;100,0;0;0;5,68;0
88,45;3;0;2;35;7;63,1;2;75,31;0;0;4,99;0
178,87;2;1;1;52;4;14,66;0;100,0;0;0;4,99;0
99,48;2;1;6;32;7;18,25;2;76,02;0;0;5,94;0
117,38;2;0;2;35;4;8,22;1;68,81;0;1;6,04;1
163,59;2;0;3;37;1;21,45;0;55,25;0;0;4,99;0
77,69;3;0;6;46;3;1,01;0;64,2;0;1;3,12;0
99,48;2;0;4;46;0;16,13;1;75,31;1;0;4,76;0
39,49;2;0;2;32;8;10,26;1;73,94;0;1;6,11;0
176,42;3;0;4;42;1;17,32;1;91,16;0;0;2,98;0
98,93;3;0;2;57;4;19,86;1;57,97;0;0;6,57;0
99,48;2;0;7;58;5;41,82;0;100,0;1;0;5,79;0
109,67;3;0;2;51;0;9,17;1;61,38;0;0;3,08;0
124,68;1;0;3;40;7;29,44;1;54,0;0;0;6,14;0
1,0;2;1;2;35;5;17,32;0;39,58;0;0;4,62;0
59,11;2;0;2;18;1;68,23;0;75,31;0;0;1,75;0
80,33;3;0;3;62;3;17,32;1;72,11;0;1;4,99;0
143,87;2;0;3;32;1;20,48;0;86,13;0;0;6,47;0
83,53;2;0;2;18;3;12,47;0;80,21;0;1;0,0;0
98,9;2;0;3;35;3;5,55;1;100,0;0;0;5,9;0
101,21;2;1;4;18;3;28,18;0;78,57;0;0;3,35;0
119,43;2;0;3;35;3;60,1;0;85,5;1;1;4,99;0
80,32;2;0;3;39;3;16,44;2;98,0;0;1;6,6;0
133,9;3;0;0;18;0;17,32;1;75,31;0;0;5,64;0
94,7;3;0;2;30;0;68,23;1;86,44;0;0;4,01;0
51,87;2;0;4;27;4;17,32;2;100,0;0;0;4,22;0
63,13;2;0;2;35;1;42,21;0;59,22;0;1;9,6;0
69,67;3;0;4;45;8;51,98;0;83,36;0;0;4,99;1
140,36;3;0;8;35;10;12,78;1;89,49;0;0;4,99;0
153,33;1;0;2;46;11;68,23;0;20,84;0;1;4,99;0
33,0;2;0;3;54;4;2,97;0;55,67;0;1;9,49;0
152,7;2;1;5;54;2;20,8;2;60,37;0;0;7,77;0
151,77;3;0;1;29;0;68,23;0;58,9;0;1;4,99;0
132,38;2;0;2;30;3;11,74;2;85,62;0;1;5,68;0
130,16;2;0;3;59;7;17,32;0;75,31;0;0;2,08;0
73,45;3;1;1;43;3;44,69;1;79,46;0;1;1,31;0
117,12;3;0;4;32;0;11,36;0;79,23;0;1;5,65;1
61,84;2;0;3;46;1;68,23;1;51,54;0;1;6,52;0
9,95;3;0;4;20;3;50,18;2;66,48;0;0;5,09;0
130,96;2;0;2;46;10;68,23;1;45,4;0;0;5,13;0
125,04;2;0;5;52;3;12,73;2;100,0;0;0;4,76;0
67,05;2;0;3;23;0;33,97;2;75,31;0;0;4,99;0
171,56;2;0;2;18;6;32,44;1;77,95;0;0;7,55;0
83,24;3;1;1;29;11;68,23;0;27,68;0;0;7,11;1
100,92;2;0;3;41;2;15,76;1;54,29;0;0;1,35;0
130,58;3;0;2;53;5;10,72;0;69,31;0;0;9,45;0
84,05;3;0;3;30;3;33,41;1;92,79;0;1;3,47;0
141,41;3;0;4;25;4;8,17;0;63,39;0;0;7,91;0
119,48;2;0;4;45;7;18,76;0;73,08;0;0;1,62;0
109,19;2;0;2;52;3;30,01;0;100,0;0;0;3,96;0
48,94;2;0;1;35;2;10,17;1;41,74;1;0;5,62;0
18,83;2;0;2;50;1;1,65;0;100,0;1;0;4,79;0
77,72;2;0;4;35;1;12,64;0;62,94;0;0;8,27;0
94,64;2;0;1;23;9;21,09;0;44,01;0;0;1,81;1
128,49;3;0;1;35;0;33,77;0;76,93;0;0;5,56;0
62,33;3;0;2;21;7;51,02;0;83,68;0;0;0,95;0
147,92;2;0;1;42;4;11,71;0;43,97;0;1;4,99;0
134,09;2;0;7;40;0;6,95;1;66,09;1;1;6,04;0
98,18;2;0;6;35;7;25,83;0;100,0;0;1;4,52;0
45,45;3;0;2;23;12;0,53;0;88,79;0;0;4,09;1
77,68;2;0;3;44;4;9,19;0;75,94;0;0;4,99;0
76,83;2;0;5;46;13;13,06;1;85,92;0;0;4,34;0
92,65;3;0;3;18;0;2,61;1;100,0;0;1;4,99;0
57,47;2;0;3;18;2;44,09;0;94,98;0;0;7,92;0
99,48;3;0;5;20;1;5,38;2;75,31;0;0;2,93;0
82,84;2;1;2;35;1;1,94;1;75,55;0;0;7,01;0
1,0;1;0;4;35;4;52,6;1;91,49;0;0;9,7;0
40,54;3;0;2;63;2;5,9;0;62,09;0;1;5,71;0
83,57;2;0;3;46;13;36,49;1;37,93;1;1;3,3;0
80,6;2;0;2;51;11;17,32;1;100,0;0;0;4,99;0
99,48;1;0;1;35;3;4,66;0;37,87;0;0;3,68;0
99,48;2;0;6;35;0;24,93;1;85,37;0;0;3,31;0
99,48;2;0;5;32;2;68,23;0;70,33;0;0;2,07;0
142,84;2;1;2;35;3;9,58;2;63,04;1;0;4,46;0
109,86;1;0;3;18;7;68,23;0;73,21;0;0;6,5;0
22,17;2;0;3;52;4;60,74;0;75,31;0;1;6,15;0
1,0;3;0;3;36;2;48,71;1;87,51;0;1;3,75;0
107,29;2;0;0;24;12;16,5;2;75,31;1;0;1,91;0
139,09;2;0;1;29;5;49,53;0;100,0;0;0;3,45;0
125,27;2;0;4;35;0;17,32;0;90,42;0;0;6,49;0
110,42;2;1;4;64;1;4,11;0;47,42;0;0;4,99;0
219,58;2;0;3;43;1;34,06;2;94,51;0;0;4,99;0
159,03;3;1;4;25;0;23,13;0;70,28;0;0;0,0;0
141,25;2;0;3;23;2;9,78;2;100,0;0;1;7,35;1
116,1;2;0;6;42;11;44,34;0;75,31;0;0;9,72;0
120,49;3;0;2;53;3;47,41;0;100,0;0;0;4,72;0
98,3;2;0;3;29;2;17,32;1;59,21;0;0;2,51;0
134,79;3;0;2;47;3;28,31;0;55,35;0;0;4,88;0
82,8;2;0;2;27;1;6,63;2;59,73;1;0;6,77;0
71,48;3;1;4;35;6;42,43;0;97,71;0;0;4,99;0
58,77;2;0;2;36;13;21,1;1;87,03;0;0;3,12;0
23,44;2;0;2;35;3;45,48;0;75,89;0;0;2,44;1
126,94;2;0;2;45;5;37,41;0;40,85;0;0;5,17;0
184,75;1;0;4;48;3;2,26;0;63,71;0;1;5,37;0
56,16;1;0;6;61;0;2,27;0;74,82;0;1;7,14;0
28,21;3;0;3;43;0;14,23;1;100,0;0;0;5,95;0
94,27;2;0;4;45;0;14,22;0;80,19;1;0;6,26;0
97,08;2;0;4;44;2;5,11;0;68,64;0;1;6,91;0
39,99;2;1;2;34;11;68,23;1;63,53;1;1;4,99;0
99,48;3;0;1;47;13;5,94;1;87,65;0;0;2,97;0
140,45;2;0;1;30;3;68,23;2;58,9;0;1;6,06;0
123,82;3;0;2;43;4;30,99;0;75,31;0;0;0,56;0
61,7;3;0;4;38;10;58,23;1;71,41;0;1;3,23;0
100,65;2;0;3;18;0;32,73;2;60,19;0;0;4,99;0
109,83;2;1;1;27;1;19,48;1;47,38;0;0;3,91;0
50,31;1;1;3;29;1;22,32;1;60,97;0;1;7,0;0
154,16;3;0;9;35;5;4,89;0;79,57;0;0;5,3;0
75,07;3;0;1;18;13;9,98;1;77,62;0;0;9,05;0
9,84;3;0;1;47;10;12,97;0;57,48;0;0;2,02;0
99,48;3;0;2;18;3;13,27;1;81,98;0;0;2,91;0
97,63;2;0;5;36;5;12,86;0;71,83;0;1;4,99;0
137,13;1;0;2;18;13;17,32;2;83,53;0;0;2,58;0
60,16;3;0;9;59;1;4,09;1;77,7;1;0;5,46;0
219,58;2;0;1;35;4;68,23;0;87,04;1;0;7,72;0
183,27;1;0;2;46;3;17,32;0;83,72;0;0;5,22;0
89,12;3;1;0;70;7;7,36;0;49,33;0;0;4,99;0
1,0;1;0;3;35;3;16,87;0;66,39;0;0;2,04;0
121,1;2;0;0;18;12;17,32;1;82,95;0;0;4,56;0
150,54;2;0;3;35;10;3,84;0;86,16;0;1;6,43;0
61,13;3;0;3;49;8;55,69;2;75,31;0;1;7,65;0
90,18;3;0;7;27;6;17,32;0;69,78;0;1;6,29;0
153,68;3;0;1;22;2;0,1;1;78,22;0;1;3,08;0
54,09;3;0;3;35;4;46,43;1;72,43;1;0;8,03;0
109,32;2;0;3;40;13;59,88;1;55,01;0;0;4,54;0
33,59;2;0;1;42;1;41,45;1;74,28;0;1;8,37;0
133,1;2;0;3;55;7;5,03;1;41,7;1;0;4,98;0
96,59;2;0;6;39;13;17,32;1;66,15;0;0;4,99;0
99,48;2;1;2;34;7;5,46;0;100,0;1;0;5,52;0
178,69;2;0;2;31;3;17,32;0;88,45;0;0;6,45;1
66,41;1;0;3;43;2;27,72;2;100,0;0;1;5,36;0
74,65;2;0;0;26;1;26,24;2;66,43;0;0;4,68;0
38,37;2;0;3;56;0;7,39;0;72,77;0;1;3,64;0
134,76;3;0;3;43;8;42,07;2;58,24;0;1;5,02;0
99,48;2;0;3;18;13;5,02;0;48,69;0;0;6,87;0
78,39;3;0;1;41;2;0,45;0;99,09;0;1;5,75;0
219,58;2;0;7;30;2;17,19;0;100,0;0;0;3,22;0
120,45;1;1;2;54;2;17,73;0;75,31;0;0;5,95;0
183,5;3;0;3;40;11;23,26;2;61,19;0;0;1,82;1
99,48;2;0;2;42;3;4,88;0;97,36;0;0;5,85;0
99,48;3;0;4;35;5;11,77;0;100,0;0;0;4,99;0
99,48;3;0;5;31;13;17,32;2;93,18;1;1;3,68;0
33,68;3;0;2;28;5;1,4;1;50,59;0;0;5,4;0
216,23;2;0;2;40;13;45,0;0;89,28;0;1;4,99;0
8,07;2;1;4;44;3;12,91;2;75,31;0;1;4,05;0
135,83;1;0;2;64;0;17,32;0;81,36;1;0;4,99;0
57,72;2;0;5;41;1;41,12;0;56,04;0;0;5,95;0
178,98;3;0;2;25;3;17,32;2;49,73;0;0;4,08;0
99,48;3;1;4;35;11;19,53;0;76,33;0;1;4,19;0
143,46;3;0;0;37;9;13,52;2;75,31;0;0;4,5;0
69,46;2;0;1;22;0;68,23;0;54,26;1;0;2,13;0
102,79;3;0;3;18;3;37,63;0;75,41;0;0;4,99;0
10,94;3;0;4;35;3;17,32;1;76,04;0;0;3,62;0
44,64;3;0;4;35;3;0,28;2;55,87;0;0;5,33;0
99,48;3;0;2;19;0;68,23;1;72,98;0;0;4,93;0
101,37;3;0;4;35;3;6,41;1;60,6;0;0;1,85;0
199,6;1;0;4;62;0;63,09;0;100,0;0;0;3,51;0
15,54;1;0;3;49;3;8,61;1;87,12;0;0;2,51;0
20,28;3;0;5;30;5;45,48;1;88,79;0;0;4,41;0
63,05;3;0;3;18;10;23,83;0;71,95;0;0;4,9;0
102,51;1;0;2;40;2;7,81;1;74,5;0;0;6,32;0
91,19;2;1;1;39;0;4,64;0;51,69;0;1;3,33;0
51,01;2;0;1;32;4;1,29;0;74,02;0;0;7,73;0
76,97;2;0;3;48;2;16,1;0;37,39;0;0;1,16;0
153,63;2;0;2;42;3;9,08;1;15,86;0;1;5,15;0
99,48;3;1;2;22;1;17,32;0;51,46;0;0;4,99;0
50,5;2;0;2;32;3;14,75;0;47,82;0;0;2,83;0
